
"97 09る 祇︽秖舦基计菌戈"
"ら戳","秨絃计","程蔼计","程计","Μ絃计"
" 97/09/01"," 6,967.22"," 6,967.22"," 6,801.22"," 6,813.09"
" 97/09/02"," 6,802.96"," 6,811.57"," 6,675.09"," 6,699.82"
" 97/09/03"," 6,706.87"," 6,748.52"," 6,552.10"," 6,584.93"
" 97/09/04"," 6,534.67"," 6,603.10"," 6,384.14"," 6,412.63"
" 97/09/05"," 6,227.07"," 6,347.47"," 6,211.35"," 6,307.28"
" 97/09/08"," 6,560.73"," 6,668.45"," 6,548.36"," 6,658.69"
" 97/09/09"," 6,598.61"," 6,598.61"," 6,407.75"," 6,424.77"
" 97/09/10"," 6,396.28"," 6,497.72"," 6,396.28"," 6,458.01"
" 97/09/11"," 6,438.49"," 6,438.49"," 6,249.52"," 6,251.95"
" 97/09/12"," 6,338.61"," 6,354.68"," 6,171.35"," 6,310.68"
" 97/09/15"," 6,198.30"," 6,202.14"," 6,020.70"," 6,052.45"
" 97/09/16"," 5,748.17"," 5,851.90"," 5,724.52"," 5,756.59"
" 97/09/17"," 5,953.88"," 6,027.29"," 5,747.30"," 5,800.87"
" 97/09/18"," 5,558.05"," 5,681.83"," 5,530.19"," 5,641.95"
" 97/09/19"," 5,910.76"," 5,982.64"," 5,858.19"," 5,970.38"
" 97/09/22"," 6,156.86"," 6,156.86"," 6,032.16"," 6,110.60"
" 97/09/23"," 6,016.56"," 6,182.21"," 6,011.71"," 6,182.21"
" 97/09/24"," 6,136.98"," 6,198.48"," 6,100.33"," 6,132.60"
" 97/09/25"," 6,056.70"," 6,164.59"," 6,028.77"," 6,060.83"
" 97/09/26"," 6,095.14"," 6,095.14"," 5,881.58"," 5,929.63"
" 97/09/30"," 5,534.72"," 5,719.28"," 5,534.72"," 5,719.28"
""
