
"103 12る 祇︽秖舦基计菌戈"
"ら戳","秨絃计","程蔼计","程计","Μ絃计"
" 103/12/01"," 9,038.41"," 9,164.54"," 8,998.55"," 9,117.71"
" 103/12/02"," 9,098.36"," 9,104.84"," 9,009.69"," 9,034.79"
" 103/12/03"," 9,073.47"," 9,188.32"," 9,045.20"," 9,175.26"
" 103/12/04"," 9,212.85"," 9,251.85"," 9,195.15"," 9,225.11"
" 103/12/05"," 9,220.25"," 9,240.51"," 9,192.29"," 9,206.57"
" 103/12/08"," 9,231.24"," 9,241.63"," 9,174.51"," 9,187.29"
" 103/12/09"," 9,163.43"," 9,177.14"," 9,127.12"," 9,128.90"
" 103/12/10"," 9,115.33"," 9,140.49"," 9,015.52"," 9,032.16"
" 103/12/11"," 9,003.84"," 9,046.40"," 8,971.53"," 9,013.07"
" 103/12/12"," 9,041.54"," 9,084.27"," 9,022.56"," 9,027.33"
" 103/12/15"," 8,987.95"," 8,997.08"," 8,943.04"," 8,985.63"
" 103/12/16"," 8,967.82"," 9,031.07"," 8,950.91"," 8,950.91"
" 103/12/17"," 8,961.64"," 8,972.12"," 8,826.03"," 8,828.36"
" 103/12/18"," 8,912.78"," 8,946.42"," 8,876.88"," 8,878.63"
" 103/12/19"," 8,981.85"," 9,035.77"," 8,953.17"," 8,999.52"
" 103/12/22"," 9,032.42"," 9,099.85"," 9,024.01"," 9,095.00"
" 103/12/23"," 9,123.78"," 9,138.15"," 9,093.43"," 9,097.71"
" 103/12/24"," 9,096.48"," 9,186.18"," 9,096.48"," 9,186.18"
" 103/12/25"," 9,186.83"," 9,198.04"," 9,153.77"," 9,158.70"
" 103/12/26"," 9,171.91"," 9,214.07"," 9,158.39"," 9,214.07"
" 103/12/27"," 9,222.47"," 9,228.65"," 9,197.13"," 9,218.50"
" 103/12/29"," 9,216.43"," 9,313.33"," 9,216.43"," 9,286.28"
" 103/12/30"," 9,299.10"," 9,338.06"," 9,262.70"," 9,268.43"
" 103/12/31"," 9,260.46"," 9,307.26"," 9,252.31"," 9,307.26"
""
