ユら戳 ,,ユ澄る,秨絃基,程蔼基,程基,Μ絃基,害禴基,害禴%,*Θユ秖,挡衡基,*ゼ≧綪计,程程ㄎ禦基,程程ㄎ芥基,菌程蔼基,菌程基
2007/1/2,TX ,200701,7880,7992,7880,7988,《108,《1.37%,31340,7988,45884,7988,7989,7992,7203
2007/1/2,TX ,200702,7949,7994,7890,7971,《91,《1.15%,378,7971,1159,7971,7989,7994,7622
2007/1/2,TX ,200703,7901,7990,7901,7986,《100,《1.27%,41,7986,803,7960,7998,7990,6005
2007/1/2,TX ,200706,7877,7975,7868,7970,《51,《0.64%,15,7982,124,7975,7990,7975,6220
2007/1/2,TX ,200709,7705,7814,7705,7814,《119,《1.55%,27,7805,338,7795,7815,7814,6808
2007/1/2,TF ,200701,1069,1098.8,1067.4,1093,《16.2,《1.50%,4510,1093,7571,1092.8,1093.2,1098.8,975
2007/1/2,TF ,200702,1072,1112,1070.6,1090.8,《29.8,《2.81%,14,1093,28,1091,1095,1112,1035.2
2007/1/2,TF ,200703,1088,1088,1088,1088,《26.6,《2.51%,1,1091.4,62,1083.2,1099.8,1088,888.2
2007/1/2,TF ,200706,1109.6,1109.6,1084.2,1084.2,《22.4,《2.11%,2,1090.4,19,1081,1099.8,1109.6,890.4
2007/1/2,TF ,200709,1046.2,1073.4,1046.2,1073.4,《26.6,《2.54%,5,1073.4,14,1081,1088,1073.4,953
2007/1/2,TE ,200701,331.7,336.1,331.7,335.25,《2.95,《0.89%,3863,335.25,8258,335.25,335.35,336.1,306
2007/1/2,TE ,200702,331.1,335.35,331.1,335.35,《3.3,《0.99%,16,335.35,102,335,335.45,335.35,321.85
2007/1/2,TE ,200703,-,-,-,-,-,-,-,335,17,-,-,-,-
2007/1/2,TE ,200706,-,-,-,-,-,-,-,334.2,17,-,-,-,-
2007/1/2,TE ,200709,327.75,327.75,327.75,327.75,《2.95,《0.91%,1,326.4,3,323.1,329.75,327.75,303
2007/1/2,T5F,200701,-,-,-,-,-,-,-,5810,0,-,-,-,-
2007/1/2,T5F,200702,-,-,-,-,-,-,-,5835,0,-,-,-,-
2007/1/2,T5F,200703,-,-,-,-,-,-,-,5810,1,-,-,-,-
2007/1/2,T5F,200706,-,-,-,-,-,-,-,5790,0,-,-,-,-
2007/1/2,T5F,200709,-,-,-,-,-,-,-,5680,0,-,-,-,-
2007/1/2,MTX,200701,7904,7994,7881,7988,《108,《1.37%,5311,7988,5087,7988,7989,7994,7208
